time,close,score,conf,pti,qdd_dir,qdd_conf,gravity_block_bull,gravity_block_bear,wick_bull,wick_bear,ema_trend,ema_macro,ema_gravity,atr,last_polar,bars_neutral
2026-05-06 08:00:00,81277.7,1,40,0.13460151024164768,1,0,0,1,0,0,80885.76113087195,79864.84297698851,,,1,
2026-05-06 09:00:00,81429.23,1,41,0.138594400044868,1,0,0,1,0,0,80916.81737838265,79900.88089934438,,,1,
2026-05-06 10:00:00,81332.65,1,42,0.25987882375927096,1,0,0,1,0,0,80940.57992792405,79933.6861534267,,,1,
2026-05-06 11:00:00,81903.91,1,43,0.6691523717983154,1,0,0,0,0,0,80995.62778023562,79978.07384403478,,,1,
2026-05-06 12:00:00,81956.05,1,44,0.6265079422247097,1,0,0,0,0,0,81050.50963582602,80022.87350499796,,,1,
2026-05-06 13:00:00,82241.08,1,45,0.7095789472175643,1,0,0,0,0,0,81118.54084128357,80070.16775933905,,,1,
2026-05-06 14:00:00,82484.89,1,46,0.9003693668300837,1,0,0,0,0,0,81196.62013985518,80127.00529744844,,,1,
2026-05-06 15:00:00,82187.67,1,47,0.3087412215858142,1,0,0,1,0,0,81253.25392398257,80176.2052047253,,,1,
2026-05-06 16:00:00,81617.9,1,48,0.34972594778881,1,0,0,0,0,0,81274.09090134056,80208.32753142047,,,1,
2026-05-06 17:00:00,81471.66,1,49,0.708490438736073,1,0,0,1,0,0,81285.37831035991,80233.15249932771,,,1,
2026-05-06 18:00:00,81655.85,1,50,0.6957301329381032,1,0,0,1,0,0,81306.54655148966,80262.50506484484,,,1,
2026-05-06 19:00:00,81574.57,1,51,0.5490471355067407,1,0,0,1,0,0,81321.86160199867,80290.83295369122,,,1,
2026-05-06 20:00:00,81401.98,1,52,0.22470784571908609,2,0,0,1,0,0,81326.44037593903,80316.36092167009,,,1,
2026-05-06 21:00:00,81299.53,1,53,0.18524319171442089,2,0,0,1,0,0,81324.90266047034,80338.23838742056,,,1,
2026-05-06 22:00:00,81415.71,0,100005301,0.24958895833407724,2,0,0,1,0,0,81330.09023391579,80360.13885830375,,,1,
2026-05-06 23:00:00,81329.91,0,100005302,0.25080603174561944,2,0,0,1,0,0,81330.08120446891,80383.5196690677,,,1,
2026-05-07 00:00:00,81494.86,1,56,0.10594170078299985,1,0,0,1,0,0,81339.49705591713,80408.10118702617,,,1,
2026-05-07 01:00:00,81294.95,1,57,0.019176083910705678,2,0,0,1,0,0,81336.94948326937,80424.88734031799,,,1,
2026-05-07 02:00:00,81389.42,1,58,0.06007887033783781,2,0,0,1,0,0,81339.94797609097,80446.57740366033,,,1,
2026-05-07 03:00:00,80965.79,0,100005801,0.5278973541364734,2,0,0,1,0,0,81318.56456599596,80453.85643098477,,,1,
2026-05-07 04:00:00,81120.45,0,100005802,0.3813789072948415,2,0,0,1,0,0,81307.24486824298,80470.30527850435,,,1,
2026-05-07 05:00:00,81076.36,0,100005803,0.24032062775189844,2,0,0,1,0,0,81294.05000029654,80481.68726279624,,,1,
2026-05-07 06:00:00,80797.9,0,100005804,0.6710879000534494,2,0,0,1,0,0,81265.69670952142,80486.02963054464,,,1,
2026-05-07 07:00:00,80939.43,0,100005805,0.04705059330227926,2,0,0,1,0,0,81247.05369565093,80497.2557613519,,,1,
2026-05-07 08:00:00,81044.35,0,100005806,0.15612617975455853,1,0,0,1,0,0,81235.47117424612,80510.20186394367,,,1,
2026-05-07 09:00:00,81394.86,1,65,0.5268069976375984,1,0,0,1,0,0,81244.57958867289,80530.55511615617,,,1,
2026-05-07 10:00:00,81479.3,1,66,0.771670021670152,1,0,0,1,0,0,81257.99260353729,80552.24372103797,,,1,
2026-05-07 11:00:00,81194.82,1,67,0.3244489967756898,2,0,0,1,0,0,81254.38339594296,80567.46813101396,,,1,
2026-05-07 12:00:00,80888.31,1,68,0.2077452806924324,2,0,0,1,0,0,81233.46581840757,80575.89863503494,,,1,
2026-05-07 13:00:00,80799.51,0,100006801,0.7248472798502629,2,0,0,1,0,0,81208.66766335437,80579.8878789292,,,1,
2026-05-07 14:00:00,80827.58,0,100006802,0.6950766266693597,2,0,0,1,0,0,81186.89033228057,80584.10453185541,,,1,
2026-05-07 15:00:00,81117.91,0,100006803,0.11022756097470983,1,0,0,1,0,0,81182.94930870703,80596.98999898776,,,1,
2026-05-07 16:00:00,80457.98,2,1,0.595098115188624,2,0,0,0,0,0,81141.52383492472,80595.8382323644,,,1,
2026-05-07 17:00:00,80129.68,2,2,0.6500946478565329,2,0,0,0,0,0,81083.7046807504,80586.19065573398,,,2,
2026-05-07 18:00:00,79860.59,2,3,0.8418560396354509,2,0,0,0,0,0,81013.81205811922,80569.554188241,,,2,
2026-05-07 19:00:00,79752.0,2,4,1.0,2,0,0,0,0,0,80941.71213187395,80556.60491687829,,,2,
2026-05-07 20:00:00,80052.02,2,5,0.408268016556335,2,0,0,1,0,0,80890.87465340117,80548.378858229,,,2,
2026-05-07 21:00:00,80158.71,2,6,0.04458014468293577,2,0,0,1,0,0,80849.03691307912,80540.06535704056,,,2,
2026-05-07 22:00:00,80099.03,2,7,0.39026884622996366,2,0,0,1,0,0,80806.17724190617,80527.18916962748,,,2,
2026-05-07 23:00:00,79900.01,2,8,0.16466064556296464,2,0,0,1,0,0,80754.39644089734,80513.51746472885,,,2,
2026-05-08 00:00:00,79683.44,2,9,0.4574368405577815,2,0,0,1,0,0,80693.19889310935,80495.01813217175,,,2,
2026-05-08 01:00:00,79871.4,2,10,0.30045317098380725,2,0,0,1,0,0,80646.24366183927,80487.94350529973,,,2,
2026-05-08 02:00:00,79968.99,2,11,0.15164079961423876,2,0,0,1,0,0,80607.54321976948,80476.07556262687,,,2,
2026-05-08 03:00:00,79795.7,2,12,0.12476621692492601,2,0,0,1,0,0,80561.15198974815,80460.68379401592,,,2,
2026-05-08 04:00:00,79698.74,2,13,0.030123825213048013,2,0,0,1,0,0,80511.8678808613,80438.81592118226,,,2,
2026-05-08 05:00:00,79448.24,2,14,0.5883372518570987,2,0,0,0,0,0,80451.08635033105,80412.77451871516,,,2,
2026-05-08 06:00:00,79539.15,2,15,0.46392282669717566,2,0,0,1,0,0,80398.9740880263,80391.03426343751,,,2,
2026-05-08 07:00:00,79618.49,2,16,0.22702448849420515,2,0,0,1,0,0,80354.36984537396,80366.43947446988,,,2,
2026-05-08 08:00:00,79559.7,2,17,0.19603790880775873,2,0,0,1,0,0,80308.95935964186,80347.38705333079,,,2,
2026-05-08 09:00:00,79483.31,2,18,0.06106585997349386,2,0,0,1,0,0,80261.78221093655,80332.24309756822,,,2,
2026-05-08 10:00:00,79635.39,2,19,0.19715458127425758,2,0,0,1,0,0,80225.98319283588,80309.29347525982,,,2,
2026-05-08 11:00:00,79848.47,2,20,0.38712945401950893,2,0,0,1,0,0,80204.41143737003,80299.6685030453,,,2,
2026-05-08 12:00:00,79825.27,2,21,0.36237780964223537,2,0,0,1,0,0,80182.74793370898,80291.60783510249,,,2,
2026-05-08 13:00:00,80162.56,2,22,0.8176936146719739,2,0,0,1,0,0,80181.59539437617,80290.26373275262,,,2,
2026-05-08 14:00:00,80181.26,2,23,0.665011242101456,2,0,0,1,0,0,80181.5762312301,80287.84466672648,,,2,
2026-05-08 15:00:00,79987.2,2,24,0.2002827400913385,2,0,0,1,0,0,80170.46798004248,80279.66730031875,,,2,
2026-05-08 16:00:00,79612.09,2,25,0.2796430905249957,2,0,0,1,0,0,80138.56414822182,80269.85102688034,,,2,
2026-05-08 17:00:00,80113.46,2,26,0.07303515257426894,2,0,0,0,0,0,80137.12957053432,80266.29647918942,,,2,
2026-05-08 18:00:00,80114.69,2,27,0.08883490746448151,2,0,0,1,0,0,80135.84320472479,80257.01008482664,,,2,
2026-05-08 19:00:00,79767.78,2,28,0.3472402364540515,2,0,0,1,0,0,80114.81272100285,80248.58821657921,,,2,
2026-05-08 20:00:00,80019.1,2,29,0.46189579574620554,2,0,0,1,0,0,80109.34012232411,80238.7306195581,,,2,
2026-05-08 21:00:00,80044.37,2,30,0.09013822123754307,1,0,0,1,0,0,80105.62842490934,80235.68157504307,,,2,
2026-05-08 22:00:00,80145.17,2,31,0.04783448380064989,1,0,0,1,0,0,80107.8891135606,80235.3570199756,,,2,
2026-05-08 23:00:00,80130.47,1,1,0.5491978443947422,1,0,0,1,0,0,80109.1826262993,80237.60534467417,,,2,
2026-05-09 01:00:00,80239.9,1,2,0.26543381408739536,1,0,0,1,0,0,80116.65138233642,80236.49124966301,,,1,
2026-05-09 02:00:00,80154.59,0,100000201,0.1460140684778778,1,0,0,1,0,0,80118.819587768,80235.08125311387,,,1,
2026-05-09 03:00:00,80192.71,1,4,0.07348017056822113,1,0,0,1,0,0,80123.04142302723,80233.45632157425,,,1,
2026-05-09 04:00:00,80279.42,1,5,0.2858713794481169,1,0,0,1,0,0,80131.97758630982,80234.83035679895,,,1,
2026-05-09 05:00:00,80375.83,1,6,0.18984488422793577,1,0,0,1,0,0,80145.91376002514,80240.48664194856,,,1,
2026-05-09 06:00:00,80339.72,1,7,0.26465657553776206,1,0,0,0,0,0,80156.98926254905,80243.93197386913,,,1,
2026-05-09 07:00:00,80343.57,1,8,0.23049659970240305,1,0,0,0,0,0,80167.65013045569,80244.86523747828,,,1,
2026-05-09 08:00:00,80330.82,1,9,0.10316059587154817,1,0,0,1,0,0,80176.97546724655,80248.7132462507,,,1,
2026-05-09 09:00:00,80214.91,0,100000901,0.41676272729092917,1,0,0,1,0,0,80179.14153763154,80245.63065965554,,,1,
2026-05-09 10:00:00,80180.8,1,11,0.32821491674238845,2,0,0,1,0,0,80179.23621765494,80244.06130604251,,,1,
2026-05-09 11:00:00,80377.59,1,12,0.09074819271638829,1,0,0,1,0,0,80190.57149451692,80248.14589237547,,,1,
2026-05-09 12:00:00,80200.16,0,100001201,0.4199676972049831,1,0,0,1,0,0,80191.1199100895,80247.80175710213,,,1,
2026-05-09 13:00:00,80232.23,1,14,0.054421782363941296,2,0,0,1,0,0,80193.47003895744,80248.86977287984,,,1,
2026-05-09 14:00:00,80309.2,1,15,0.455037923155021,1,0,0,1,0,0,80200.08087802329,80246.89244201749,,,1,
2026-05-09 15:00:00,80367.01,1,16,0.04009978528428804,1,0,0,1,0,0,80209.61965415707,80249.51726659558,,,1,
2026-05-09 16:00:00,80359.1,1,17,0.5442132676183645,1,0,0,1,0,0,80218.1622152842,80253.14477930612,,,1,
2026-05-09 17:00:00,80291.8,1,18,0.15577491805714225,1,0,0,1,0,0,80222.37094095598,80255.23242584299,,,1,
2026-05-09 18:00:00,80487.81,1,19,0.4951106934637218,1,0,0,1,0,0,80237.54065585768,80262.95058285152,,,1,
2026-05-09 19:00:00,80575.85,1,20,0.4365002864162887,1,0,0,0,0,0,80256.87191425888,80268.88882185468,,,1,
2026-05-09 20:00:00,80767.48,1,21,0.7566096920736831,1,0,0,0,0,0,80286.05362728103,80285.89101356667,,,1,
2026-05-09 21:00:00,80864.5,1,22,0.9393396193510568,1,0,0,0,0,0,80319.10704010753,80297.78942192794,,,1,
2026-05-09 22:00:00,80897.5,1,23,0.7183960578945932,1,0,0,1,0,0,80352.15913612756,80312.65849230115,,,1,
2026-05-09 23:00:00,80744.98,1,24,0.35513302685860315,1,0,0,1,0,0,80374.60463485702,80320.23614432898,,,1,
2026-05-10 01:00:00,80731.4,1,25,0.09036989697512252,1,0,0,1,0,0,80394.99407300465,80331.00441990347,,,1,
2026-05-10 02:00:00,80633.17,1,26,0.6009652671348013,1,0,0,1,0,0,80408.605986613,80340.40155864567,,,1,
2026-05-10 03:00:00,80670.84,1,27,0.4677772693463661,1,0,0,1,0,0,80423.5900102724,80346.62433734062,,,1,
